"cancer","year","sex","race","stage","age","summary_interval","starting_count","net_relative","net_rel_cum_cis_lower","net_rel_cum_cis_upper"
"melanoma of the skin","2000-2018","male","all races","early","<65","0 mo",13587,100,NA,NA
"melanoma of the skin","2000-2018","male","all races","early","<65","12 mo",13587,100,NA,NA
"melanoma of the skin","2000-2018","male","all races","early","<65","24 mo",13587,100,NA,NA
"melanoma of the skin","2000-2018","male","all races","early","<65","36 mo",13587,99.7,99.2,99.9
"melanoma of the skin","2000-2018","male","all races","early","<65","48 mo",13587,99.3,98.9,99.6
"melanoma of the skin","2000-2018","male","all races","early","<65","60 mo",13587,98.9,98.4,99.2
"melanoma of the skin","2000-2018","male","all races","early","<65","72 mo",13587,98.4,97.9,98.8
"melanoma of the skin","2000-2018","male","all races","early","<65","84 mo",13587,98.3,97.7,98.8
"melanoma of the skin","2000-2018","male","all races","early","<65","96 mo",13587,98,97.4,98.6
"melanoma of the skin","2000-2018","male","all races","early","<65","108 mo",13587,98,97.4,98.6
"melanoma of the skin","2000-2018","male","all races","early","<65","120 mo",13587,97.9,97.1,98.5
"melanoma of the skin","2000-2018","male","all races","early",">65","0 mo",13052,100,NA,NA
"melanoma of the skin","2000-2018","male","all races","early",">65","12 mo",13052,100,NA,NA
"melanoma of the skin","2000-2018","male","all races","early",">65","24 mo",13052,100,NA,NA
"melanoma of the skin","2000-2018","male","all races","early",">65","36 mo",13052,98.9,97.8,99.4
"melanoma of the skin","2000-2018","male","all races","early",">65","48 mo",13052,97.8,96.6,98.5
"melanoma of the skin","2000-2018","male","all races","early",">65","60 mo",13052,95.9,94.6,96.9
"melanoma of the skin","2000-2018","male","all races","early",">65","72 mo",13052,94.9,93.3,96.1
"melanoma of the skin","2000-2018","male","all races","early",">65","84 mo",13052,92.9,91.1,94.3
"melanoma of the skin","2000-2018","male","all races","early",">65","96 mo",13052,90.5,88.5,92.3
"melanoma of the skin","2000-2018","male","all races","early",">65","108 mo",13052,88.6,86.2,90.6
"melanoma of the skin","2000-2018","male","all races","early",">65","120 mo",13052,85.7,83,88
"melanoma of the skin","2000-2018","male","all races","late","all ages","0 mo",3997,100,NA,NA
"melanoma of the skin","2000-2018","male","all races","late","all ages","12 mo",3997,77.3,75.9,78.7
"melanoma of the skin","2000-2018","male","all races","late","all ages","24 mo",3997,65.2,63.6,66.8
"melanoma of the skin","2000-2018","male","all races","late","all ages","36 mo",3997,57.7,55.9,59.4
"melanoma of the skin","2000-2018","male","all races","late","all ages","48 mo",3997,53,51.1,54.8
"melanoma of the skin","2000-2018","male","all races","late","all ages","60 mo",3997,49.9,48,51.8
"melanoma of the skin","2000-2018","male","all races","late","all ages","72 mo",3997,47.5,45.5,49.6
"melanoma of the skin","2000-2018","male","all races","late","all ages","84 mo",3997,45.8,43.6,47.9
"melanoma of the skin","2000-2018","male","all races","late","all ages","96 mo",3997,44.2,41.9,46.4
"melanoma of the skin","2000-2018","male","all races","late","all ages","108 mo",3997,43.3,41,45.6
"melanoma of the skin","2000-2018","male","all races","late","all ages","120 mo",3997,41.4,38.9,43.9
"melanoma of the skin","2000-2018","male","all races","late","<65","0 mo",2175,100,NA,NA
"melanoma of the skin","2000-2018","male","all races","late","<65","12 mo",2175,80.4,78.7,82.1
"melanoma of the skin","2000-2018","male","all races","late","<65","24 mo",2175,70,68,72
"melanoma of the skin","2000-2018","male","all races","late","<65","36 mo",2175,63.3,61.1,65.4
"melanoma of the skin","2000-2018","male","all races","late","<65","48 mo",2175,58.5,56.2,60.7
"melanoma of the skin","2000-2018","male","all races","late","<65","60 mo",2175,56.3,54,58.6
"melanoma of the skin","2000-2018","male","all races","late","<65","72 mo",2175,54.7,52.3,57
"melanoma of the skin","2000-2018","male","all races","late","<65","84 mo",2175,53.3,50.9,55.7
"melanoma of the skin","2000-2018","male","all races","late","<65","96 mo",2175,52.1,49.7,54.6
"melanoma of the skin","2000-2018","male","all races","late","<65","108 mo",2175,50.9,48.4,53.4
"melanoma of the skin","2000-2018","male","all races","late","<65","120 mo",2175,50,47.4,52.6
"melanoma of the skin","2000-2018","male","all races","late",">65","0 mo",1822,100,NA,NA
"melanoma of the skin","2000-2018","male","all races","late",">65","12 mo",1822,73.6,71.3,75.8
"melanoma of the skin","2000-2018","male","all races","late",">65","24 mo",1822,59.4,56.7,61.9
"melanoma of the skin","2000-2018","male","all races","late",">65","36 mo",1822,50.9,48.1,53.7
"melanoma of the skin","2000-2018","male","all races","late",">65","48 mo",1822,46.3,43.3,49.2
"melanoma of the skin","2000-2018","male","all races","late",">65","60 mo",1822,42,38.8,45.1
"melanoma of the skin","2000-2018","male","all races","late",">65","72 mo",1822,38.6,35.2,42
"melanoma of the skin","2000-2018","male","all races","late",">65","84 mo",1822,36.1,32.4,39.8
"melanoma of the skin","2000-2018","male","all races","late",">65","96 mo",1822,33.9,30,37.8
"melanoma of the skin","2000-2018","male","all races","late",">65","108 mo",1822,33.2,29.3,37.1
"melanoma of the skin","2000-2018","male","all races","late",">65","120 mo",1822,30,25.4,34.6
"melanoma of the skin","2000-2018","male","all races","unstaged","all ages","0 mo",1875,100,NA,NA
"melanoma of the skin","2000-2018","male","all races","unstaged","all ages","12 mo",1875,93.5,92,94.8
"melanoma of the skin","2000-2018","male","all races","unstaged","all ages","24 mo",1875,91,89.1,92.7
"melanoma of the skin","2000-2018","male","all races","unstaged","all ages","36 mo",1875,88.1,85.8,90
"melanoma of the skin","2000-2018","male","all races","unstaged","all ages","48 mo",1875,86,83.4,88.2
"melanoma of the skin","2000-2018","male","all races","unstaged","all ages","60 mo",1875,84.1,81.1,86.6
"melanoma of the skin","2000-2018","male","all races","unstaged","all ages","72 mo",1875,83.2,79.9,86
"melanoma of the skin","2000-2018","male","all races","unstaged","all ages","84 mo",1875,79.4,75.7,82.7
"melanoma of the skin","2000-2018","male","all races","unstaged","all ages","96 mo",1875,78.5,74.7,81.9
"melanoma of the skin","2000-2018","male","all races","unstaged","all ages","108 mo",1875,74.9,70.3,78.9
"melanoma of the skin","2000-2018","male","all races","unstaged","all ages","120 mo",1875,72.6,67.4,77.1
"melanoma of the skin","2000-2018","male","all races","unstaged","<65","0 mo",863,100,NA,NA
"melanoma of the skin","2000-2018","male","all races","unstaged","<65","12 mo",863,95.7,93.9,96.9
"melanoma of the skin","2000-2018","male","all races","unstaged","<65","24 mo",863,94.1,92.1,95.6
"melanoma of the skin","2000-2018","male","all races","unstaged","<65","36 mo",863,92.6,90.4,94.4
"melanoma of the skin","2000-2018","male","all races","unstaged","<65","48 mo",863,91,88.5,93
"melanoma of the skin","2000-2018","male","all races","unstaged","<65","60 mo",863,89.7,86.9,91.9
"melanoma of the skin","2000-2018","male","all races","unstaged","<65","72 mo",863,88.9,86,91.2
"melanoma of the skin","2000-2018","male","all races","unstaged","<65","84 mo",863,87.3,84.1,89.8
"melanoma of the skin","2000-2018","male","all races","unstaged","<65","96 mo",863,87.3,84.1,89.8
"melanoma of the skin","2000-2018","male","all races","unstaged","<65","108 mo",863,86.5,83,89.4
"melanoma of the skin","2000-2018","male","all races","unstaged","<65","120 mo",863,85.8,82.1,88.9
"melanoma of the skin","2000-2018","male","all races","unstaged",">65","0 mo",1012,100,NA,NA
"melanoma of the skin","2000-2018","male","all races","unstaged",">65","12 mo",1012,91.7,89.1,93.7
"melanoma of the skin","2000-2018","male","all races","unstaged",">65","24 mo",1012,88.4,85.2,91
"melanoma of the skin","2000-2018","male","all races","unstaged",">65","36 mo",1012,84.1,80.3,87.3
"melanoma of the skin","2000-2018","male","all races","unstaged",">65","48 mo",1012,81.6,77.2,85.2
"melanoma of the skin","2000-2018","male","all races","unstaged",">65","60 mo",1012,79.2,74.2,83.3
"melanoma of the skin","2000-2018","male","all races","unstaged",">65","72 mo",1012,77.8,72.7,82.1
"melanoma of the skin","2000-2018","male","all races","unstaged",">65","84 mo",1012,72.4,65.9,77.8
"melanoma of the skin","2000-2018","male","all races","unstaged",">65","96 mo",1012,70.5,63.8,76.2
"melanoma of the skin","2000-2018","male","all races","unstaged",">65","108 mo",1012,63.9,56.1,70.7
"melanoma of the skin","2000-2018","male","all races","unstaged",">65","120 mo",1012,59.8,50.8,67.7
"melanoma of the skin","2000-2018","female","white","invasive","all ages","0 mo",17711,100,NA,NA
"melanoma of the skin","2000-2018","female","white","invasive","all ages","12 mo",17711,97.6,97.3,97.9
"melanoma of the skin","2000-2018","female","white","invasive","all ages","24 mo",17711,95.4,94.9,95.8
"melanoma of the skin","2000-2018","female","white","invasive","all ages","36 mo",17711,93.8,93.2,94.3
"melanoma of the skin","2000-2018","female","white","invasive","all ages","48 mo",17711,92.7,92.1,93.3
"melanoma of the skin","2000-2018","female","white","invasive","all ages","60 mo",17711,91.6,91,92.3
"melanoma of the skin","2000-2018","female","white","invasive","all ages","72 mo",17711,90.7,90,91.5
"melanoma of the skin","2000-2018","female","white","invasive","all ages","84 mo",17711,90,89.1,90.8
"melanoma of the skin","2000-2018","female","white","invasive","all ages","96 mo",17711,89.4,88.4,90.3
"melanoma of the skin","2000-2018","female","white","invasive","all ages","108 mo",17711,89,88,90
"melanoma of the skin","2000-2018","female","white","invasive","all ages","120 mo",17711,88.9,87.7,89.9
"melanoma of the skin","2000-2018","female","white","invasive","<65","0 mo",11542,100,NA,NA
"melanoma of the skin","2000-2018","female","white","invasive","<65","12 mo",11542,98.6,98.3,98.8
"melanoma of the skin","2000-2018","female","white","invasive","<65","24 mo",11542,97.3,97,97.7
"melanoma of the skin","2000-2018","female","white","invasive","<65","36 mo",11542,96.5,96.1,96.8
"melanoma of the skin","2000-2018","female","white","invasive","<65","48 mo",11542,95.8,95.4,96.2
"melanoma of the skin","2000-2018","female","white","invasive","<65","60 mo",11542,95.3,94.8,95.7
"melanoma of the skin","2000-2018","female","white","invasive","<65","72 mo",11542,95,94.4,95.4
"melanoma of the skin","2000-2018","female","white","invasive","<65","84 mo",11542,94.7,94.1,95.2
"melanoma of the skin","2000-2018","female","white","invasive","<65","96 mo",11542,94.4,93.8,95
"melanoma of the skin","2000-2018","female","white","invasive","<65","108 mo",11542,94.3,93.7,94.9
"melanoma of the skin","2000-2018","female","white","invasive","<65","120 mo",11542,94.2,93.6,94.8
"melanoma of the skin","2000-2018","female","white","invasive",">65","0 mo",6169,100,NA,NA
"melanoma of the skin","2000-2018","female","white","invasive",">65","12 mo",6169,95.7,94.9,96.3
"melanoma of the skin","2000-2018","female","white","invasive",">65","24 mo",6169,91.6,90.5,92.6
"melanoma of the skin","2000-2018","female","white","invasive",">65","36 mo",6169,88.7,87.4,89.9
"melanoma of the skin","2000-2018","female","white","invasive",">65","48 mo",6169,86.8,85.3,88.2
"melanoma of the skin","2000-2018","female","white","invasive",">65","60 mo",6169,84.8,83,86.3
"melanoma of the skin","2000-2018","female","white","invasive",">65","72 mo",6169,82.7,80.7,84.5
"melanoma of the skin","2000-2018","female","white","invasive",">65","84 mo",6169,80.9,78.7,83
"melanoma of the skin","2000-2018","female","white","invasive",">65","96 mo",6169,79.6,77.1,81.8
"melanoma of the skin","2000-2018","female","white","invasive",">65","108 mo",6169,78.8,76.1,81.2
"melanoma of the skin","2000-2018","female","white","invasive",">65","120 mo",6169,78.4,75.3,81.2
"melanoma of the skin","2000-2018","female","white","early","all ages","0 mo",22700,100,NA,NA
"melanoma of the skin","2000-2018","female","white","early","all ages","12 mo",22700,100,NA,NA
"melanoma of the skin","2000-2018","female","white","early","all ages","24 mo",22700,100,NA,NA
"melanoma of the skin","2000-2018","female","white","early","all ages","36 mo",22700,99.7,99.1,99.9
"melanoma of the skin","2000-2018","female","white","early","all ages","48 mo",22700,99.5,98.9,99.8
"melanoma of the skin","2000-2018","female","white","early","all ages","60 mo",22700,99.1,98.4,99.4
"melanoma of the skin","2000-2018","female","white","early","all ages","72 mo",22700,98.5,97.8,99
"melanoma of the skin","2000-2018","female","white","early","all ages","84 mo",22700,98,97.2,98.6
"melanoma of the skin","2000-2018","female","white","early","all ages","96 mo",22700,97.5,96.7,98.2
"melanoma of the skin","2000-2018","female","white","early","all ages","108 mo",22700,97.3,96.3,98.1
"melanoma of the skin","2000-2018","female","white","early","all ages","120 mo",22700,97.1,95.9,97.9
"melanoma of the skin","2000-2018","female","white","early","<65","0 mo",14654,100,NA,NA
"melanoma of the skin","2000-2018","female","white","early","<65","12 mo",14654,100,NA,NA
"melanoma of the skin","2000-2018","female","white","early","<65","24 mo",14654,100,0,100
"melanoma of the skin","2000-2018","female","white","early","<65","36 mo",14654,99.9,99.5,100
"melanoma of the skin","2000-2018","female","white","early","<65","48 mo",14654,99.8,99.4,99.9
"melanoma of the skin","2000-2018","female","white","early","<65","60 mo",14654,99.7,99.3,99.8
"melanoma of the skin","2000-2018","female","white","early","<65","72 mo",14654,99.6,99.2,99.8
"melanoma of the skin","2000-2018","female","white","early","<65","84 mo",14654,99.6,99.1,99.8
"melanoma of the skin","2000-2018","female","white","early","<65","96 mo",14654,99.5,99,99.8
"melanoma of the skin","2000-2018","female","white","early","<65","108 mo",14654,99.5,98.9,99.8
"melanoma of the skin","2000-2018","female","white","early","<65","120 mo",14654,99.5,98.9,99.8
"melanoma of the skin","2000-2018","female","white","early",">65","0 mo",8046,100,NA,NA
"melanoma of the skin","2000-2018","female","white","early",">65","12 mo",8046,100,NA,NA
"melanoma of the skin","2000-2018","female","white","early",">65","24 mo",8046,100,NA,NA
"melanoma of the skin","2000-2018","female","white","early",">65","36 mo",8046,99.5,97.3,99.9
"melanoma of the skin","2000-2018","female","white","early",">65","48 mo",8046,99,97.1,99.6
"melanoma of the skin","2000-2018","female","white","early",">65","60 mo",8046,97.9,96.1,98.9
"melanoma of the skin","2000-2018","female","white","early",">65","72 mo",8046,96.3,94.4,97.6
"melanoma of the skin","2000-2018","female","white","early",">65","84 mo",8046,95,92.8,96.5
"melanoma of the skin","2000-2018","female","white","early",">65","96 mo",8046,93.7,91.3,95.4
"melanoma of the skin","2000-2018","female","white","early",">65","108 mo",8046,93,90.2,95
"melanoma of the skin","2000-2018","female","white","early",">65","120 mo",8046,92,88.8,94.3
"melanoma of the skin","2000-2018","female","white","late","all ages","0 mo",2323,100,NA,NA
"melanoma of the skin","2000-2018","female","white","late","all ages","12 mo",2323,83.4,81.7,84.9
"melanoma of the skin","2000-2018","female","white","late","all ages","24 mo",2323,72,70,73.9
"melanoma of the skin","2000-2018","female","white","late","all ages","36 mo",2323,65.7,63.5,67.9
"melanoma of the skin","2000-2018","female","white","late","all ages","48 mo",2323,60.8,58.4,63.1
"melanoma of the skin","2000-2018","female","white","late","all ages","60 mo",2323,57.1,54.6,59.6
"melanoma of the skin","2000-2018","female","white","late","all ages","72 mo",2323,54.6,52,57.2
"melanoma of the skin","2000-2018","female","white","late","all ages","84 mo",2323,52.9,50.1,55.6
